Assembly	Level	WGS	BioSample	Isolate	Taxonomy
GCA_012514005.1	Contig	JAAZBC000000000	SAMN13894493	AS06rmzACSIP_51	Synergistaceae bacterium	
GCA_012513245.1	Contig	JAAZCN000000000	SAMN13894530	AS07pgkLD_182	Synergistaceae bacterium	
GCA_012727545.1	Contig	JAAYHA000000000	SAMN13893902	AS09scLD_30	Synergistaceae bacterium	
GCA_012729145.1	Contig	JAAYDT000000000	SAMN13893717	AS06rmzACSIP_581	Synergistaceae bacterium	
GCA_012728235.1	Contig	JAAYFL000000000	SAMN13893761	AS07pgkLD_63	Synergistaceae bacterium	
GCA_012728165.1	Contig	JAAYFQ000000000	SAMN13893766	AS07pgkLD_87	Synergistaceae bacterium	
GCA_012728505.1	Contig	JAAYEY000000000	SAMN13893748	AS07pgkLD_227	Synergistaceae bacterium	
GCA_012523155.1	Contig	JAAYJB000000000	SAMN13893968	AS10tlH2TH_209	Synergistaceae bacterium	
GCA_012521675.1	Contig	JAAYLU000000000	SAMN13894039	AS18jrsBPVS_12	Synergistaceae bacterium	
GCA_012842305.1	Contig	DUTC00000000	SAMN13894378	AS05jafATM_104	Syntrophaceticus sp.	
GCA_012842275.1	Contig	DUSK00000000	SAMN13894360	AS04akNAM_129	Syntrophaceticus sp.	
GCA_012839645.1	Contig	DUMY00000000	SAMN13893607	AS05jafATM_105	Syntrophomonadaceae bacterium	
GCA_012840405.1	Contig	DULM00000000	SAMN13893569	AS04akNAM_115	Syntrophomonadaceae bacterium	
GCA_012840625.1	Contig	DUSB00000000	SAMN13894262	AS26fmACSIPLY_39	Syntrophomonadaceae bacterium	
GCA_012840385.1	Contig	DULK00000000	SAMN13893567	AS04akNAM_112	Syntrophomonadaceae bacterium	
GCA_012798055.1	Contig	JAAZOA000000000	SAMN13894900	AS27yjCOA_214	Syntrophomonadaceae bacterium	
GCA_012799365.1	Contig	JAAZLJ000000000	SAMN13894822	AS23ysBPME_21	Syntrophomonadaceae bacterium	
GCA_012728655.1	Contig	JAAYEQ000000000	SAMN13893740	AS07pgkLD_164	Syntrophomonadaceae bacterium	
GCA_012728345.1	Contig	JAAYFH000000000	SAMN13893757	AS07pgkLD_55	Syntrophomonadaceae bacterium	
GCA_012727575.1	Contig	JAAYGW000000000	SAMN13893898	AS09scLD_284	Syntrophomonadaceae bacterium	
GCA_012729505.1	Contig	JAAYDA000000000	SAMN13893698	AS06rmzACSIP_514	Syntrophomonadaceae bacterium	
GCA_012729495.1	Contig	JAAYCZ000000000	SAMN13893697	AS06rmzACSIP_507	Syntrophomonadaceae bacterium	
GCA_012729715.1	Contig	JAAYCQ000000000	SAMN13893688	AS06rmzACSIP_469	Syntrophomonadaceae bacterium	
GCA_012729835.1	Contig	JAAYCK000000000	SAMN13893682	AS06rmzACSIP_426	Syntrophomonadaceae bacterium	
GCA_012718855.1	Contig	JAAYBS000000000	SAMN13893664	AS06rmzACSIP_353	Syntrophomonadaceae bacterium	
GCA_012719535.1	Contig	JAAYAC000000000	SAMN13893557	AS02xzSISU_72	Syntrophomonadaceae bacterium	
GCA_012719715.1	Contig	JAAXZV000000000	SAMN13893550	AS02xzSISU_22	Syntrophomonadaceae bacterium	
GCA_012521605.1	Contig	JAAYMB000000000	SAMN13894046	AS20ysBPTH_145	Syntrophomonadaceae bacterium	
GCA_012521795.1	Contig	JAAYLP000000000	SAMN13894034	AS15tlH2ME_52	Syntrophomonadaceae bacterium	
GCA_012522955.1	Contig	JAAYJK000000000	SAMN13893977	AS10tlH2TH_281	Syntrophomonadaceae bacterium	
GCA_012522705.1	Contig	JAAYJY000000000	SAMN13893991	AS10tlH2TH_358	Syntrophomonadaceae bacterium	
GCA_012523795.1	Contig	JAAYTN000000000	SAMN13894240	AS24abBPME_21	Syntrophomonadaceae bacterium	
GCA_012515055.1	Contig	JAAYZA000000000	SAMN13894439	AS06rmzACSIP_276	Syntrophomonadaceae bacterium	
GCA_012512155.1	Contig	JAAZER000000000	SAMN13894648	AS09scLD_67	Syntrophomonadaceae bacterium	
GCA_012512295.1	Contig	JAAZDI000000000	SAMN13894613	AS09scLD_122	Syntrophomonadaceae bacterium	
GCA_012511475.1	Contig	JAAZGA000000000	SAMN13894683	AS10tlH2TH_308	Syntrophomonadaceae bacterium	
GCA_012511795.1	Contig	JAAZFJ000000000	SAMN13894666	AS10tlH2TH_207	Syntrophomonadaceae bacterium	
GCA_012515715.1	Contig	JAAYXV000000000	SAMN13894408	AS06rmzACSIP_188	Syntrophomonadaceae bacterium	
GCA_012516535.1	Contig	JAAYWP000000000	SAMN13894338	AS4GglBPBL_35	Syntrophomonadaceae bacterium	
GCA_012520725.1	Contig	JAAYNQ000000000	SAMN13894087	AS21ysBPME_222	Syntrophomonadaceae bacterium	
GCA_012519455.1	Contig	JAAYQE000000000	SAMN13894153	AS22ysBPME_318	Syntrophomonadaceae bacterium	
GCA_012518685.1	Contig	JAAYRQ000000000	SAMN13894191	AS23ysBPME_226	Syntrophomonadaceae bacterium	
GCA_012728935.1	Contig	JAAYEE000000000	SAMN13893728	AS06rmzACSIP_7	Syntrophorhabdus aromaticivorans	
GCA_012719415.1	Contig	JAAYAK000000000	SAMN13893630	AS06rmzACSIP_121	Syntrophorhabdus sp.	
GCA_012797495.1	Contig	JAAZPA000000000	SAMN13894926	AS4AglBPMA_26	Syntrophorhabdus sp.	
GCA_012840045.1	Contig	DUME00000000	SAMN13893587	AS04akNAM_40	Syntrophothermus lipocalidus	
GCA_012840755.1	Contig	DUWA00000000	SAMN13894605	AS08sgBPME_99	Tenericutes bacterium	
GCA_012841885.1	Contig	DUTV00000000	SAMN13894548	AS08sgBPME_125	Tenericutes bacterium	
GCA_012727915.1	Contig	JAAYGD000000000	SAMN13893879	AS09scLD_189	Tenericutes bacterium	
GCA_012512795.1	Contig	JAAZDL000000000	SAMN13894616	AS09scLD_156	Tenericutes bacterium	
GCA_012510745.1	Contig	JAAZHK000000000	SAMN13894719	AS15tlH2ME_227	Tenericutes bacterium	
GCA_012719935.1	Contig	JAAXZJ000000000	SAMN13893538	AS01afH2WH_33	Tepidanaerobacter acetatoxydans	
GCA_012520885.1	Contig	JAAYNK000000000	SAMN13894081	AS21ysBPME_138	Tepidanaerobacter sp.	
GCA_012839965.1	Contig	DUMI00000000	SAMN13893591	AS04akNAM_46	Tepidanaerobacter syntrophicus	
GCA_012839395.1	Contig	DUNJ00000000	SAMN13893618	AS05jafATM_55	Tepidimicrobium sp.	
GCA_012515175.1	Contig	JAAYYV000000000	SAMN13894434	AS06rmzACSIP_256	Thauera phenolivorans	
GCA_012842385.1	Contig	DUSY00000000	SAMN13894374	AS04akNAM_88	Thermoanaerobacter sp.	
GCA_012800815.1	Contig	JAAZIP000000000	SAMN13894750	AS20ysBPTH_63	Thermoanaerobacteraceae bacterium	
GCA_012842445.1	Contig	DUSW00000000	SAMN13894372	AS04akNAM_85	Thermoanaerobacterales bacterium	
GCA_012842335.1	Contig	DUTB00000000	SAMN13894377	AS05jafATM_100	Thermoanaerobacterales bacterium	
GCA_012841995.1	Contig	DUTQ00000000	SAMN13894392	AS05jafATM_97	Thermoanaerobacterales bacterium	
GCA_012842155.1	Contig	DUTI00000000	SAMN13894384	AS05jafATM_58	Thermoanaerobacterales bacterium	
GCA_012841245.1	Contig	DUVC00000000	SAMN13894581	AS08sgBPME_326	Thermoanaerobacterales bacterium	
GCA_012839145.1	Contig	DUNY00000000	SAMN13893775	AS08sgBPME_119	Thermoanaerobacterales bacterium	
GCA_012839065.1	Contig	DUOC00000000	SAMN13893779	AS08sgBPME_136	Thermoanaerobacterales bacterium	
GCA_012840135.1	Contig	DUMA00000000	SAMN13893583	AS04akNAM_31	Thermoanaerobacterales bacterium	
GCA_012512815.1	Contig	JAAZDM000000000	SAMN13894617	AS09scLD_159	Thermoanaerobacterales bacterium	
GCA_012839995.1	Contig	DUMG00000000	SAMN13893589	AS04akNAM_44	Thermoanaerobacterium sp.	
GCA_012798145.1	Contig	JAAZNT000000000	SAMN13894893	AS27yjCOA_195	Thermoanaerobaculaceae bacterium	
GCA_012840265.1	Contig	DULS00000000	SAMN13893575	AS04akNAM_131	Thermodesulfovibrio thiophilus	
GCA_012798155.1	Contig	JAAZNR000000000	SAMN13894891	AS27yjCOA_190	Thermogutta sp.	
GCA_012515075.1	Contig	JAAYZC000000000	SAMN13894441	AS06rmzACSIP_286	Thermoplasmatales archaeon	
GCA_012520845.1	Contig	JAAYNL000000000	SAMN13894082	AS21ysBPME_157	Thermoplasmatales archaeon	
GCA_012522645.1	Contig	JAAYKC000000000	SAMN13893995	AS10tlH2TH_373	Thermoplasmatales archaeon	
GCA_012516955.1	Contig	JAAYVX000000000	SAMN13894320	AS3CglBPFA_13	Thermotogaceae bacterium	
GCA_012517055.1	Contig	JAAYVS000000000	SAMN13894315	AS27yjCOA_85	Thermotogaceae bacterium	
GCA_012516815.1	Contig	JAAYWD000000000	SAMN13894326	AS4BglBPHE_2	Thermotogaceae bacterium	
GCA_012719435.1	Contig	JAAYAI000000000	SAMN13893628	AS06rmzACSIP_111	Thermotogaceae bacterium	
GCA_012729215.1	Contig	JAAYDM000000000	SAMN13893710	AS06rmzACSIP_554	Thermotogaceae bacterium	
GCA_012744415.1	Contig	JAAYCF000000000	SAMN13893677	AS06rmzACSIP_393	Thermotogaceae bacterium	
GCA_012523215.1	Contig	JAAYIZ000000000	SAMN13893966	AS10tlH2TH_186	Thermovirga sp.	
GCA_012735585.1	Contig	JAAYGX000000000	SAMN13893899	AS09scLD_285	Tissierella sp.	
GCA_012735405.1	Contig	JAAYHM000000000	SAMN13893914	AS09scLD_382	Tissierellia bacterium	
GCA_012735245.1	Contig	JAAYHU000000000	SAMN13893922	AS09scLD_401	Tissierellia bacterium	
GCA_012735235.1	Contig	JAAYHW000000000	SAMN13893924	AS09scLD_412	Tissierellia bacterium	
GCA_012735215.1	Contig	JAAYHX000000000	SAMN13893925	AS09scLD_413	Tissierellia bacterium	
GCA_012728075.1	Contig	JAAYFV000000000	SAMN13893871	AS09scLD_121	Tissierellia bacterium	
GCA_012728125.1	Contig	JAAYFT000000000	SAMN13893869	AS09scLD_109	Tissierellia bacterium	
GCA_012728295.1	Contig	JAAYFJ000000000	SAMN13893759	AS07pgkLD_60	Tissierellia bacterium	
GCA_012727635.1	Contig	JAAYGQ000000000	SAMN13893892	AS09scLD_251	Tissierellia bacterium	
GCA_012728775.1	Contig	JAAYEN000000000	SAMN13893737	AS07pgkLD_131	Tissierellia bacterium	
GCA_012728755.1	Contig	JAAYEL000000000	SAMN13893735	AS07pgkLD_104	Tissierellia bacterium	
GCA_012728725.1	Contig	JAAYEM000000000	SAMN13893736	AS07pgkLD_129	Tissierellia bacterium	
GCA_012728335.1	Contig	JAAYFG000000000	SAMN13893756	AS07pgkLD_52	Tissierellia bacterium	
GCA_012728365.1	Contig	JAAYFE000000000	SAMN13893754	AS07pgkLD_48	Tissierellia bacterium	
GCA_012728595.1	Contig	JAAYEU000000000	SAMN13893744	AS07pgkLD_199	Tissierellia bacterium	
GCA_012520935.1	Contig	JAAYNG000000000	SAMN13894077	AS21ysBPME_120	Tissierellia bacterium	
GCA_012521625.1	Contig	JAAYLY000000000	SAMN13894043	AS20ysBPTH_133	Tissierellia bacterium	
GCA_012518035.1	Contig	JAAYTL000000000	SAMN13894238	AS24abBPME_147	Tissierellia bacterium	
GCA_012518745.1	Contig	JAAYRM000000000	SAMN13894187	AS23ysBPME_194	Tissierellia bacterium	
GCA_012518555.1	Contig	JAAYRW000000000	SAMN13894197	AS23ysBPME_255	Tissierellia bacterium	
GCA_012519355.1	Contig	JAAYQJ000000000	SAMN13894158	AS22ysBPME_43	Tissierellia bacterium	
GCA_012518955.1	Contig	JAAYRD000000000	SAMN13894178	AS23ysBPME_162	Tissierellia bacterium	
GCA_012520455.1	Contig	JAAYOE000000000	SAMN13894101	AS21ysBPME_327	Tissierellia bacterium	
GCA_012520755.1	Contig	JAAYNS000000000	SAMN13894089	AS21ysBPME_233	Tissierellia bacterium	
GCA_012520095.1	Contig	JAAYOV000000000	SAMN13894118	AS21ysBPME_86	Tissierellia bacterium	
GCA_012519555.1	Contig	JAAYPY000000000	SAMN13894147	AS22ysBPME_296	Tissierellia bacterium	
GCA_012519495.1	Contig	JAAYQA000000000	SAMN13894149	AS22ysBPME_300	Tissierellia bacterium	
GCA_012513395.1	Contig	JAAZCH000000000	SAMN13894524	AS07pgkLD_124	Tissierellia bacterium	
GCA_012511625.1	Contig	JAAZFT000000000	SAMN13894676	AS10tlH2TH_243	Tissierellia bacterium	
GCA_012512215.1	Contig	JAAZEO000000000	SAMN13894645	AS09scLD_388	Tissierellia bacterium	
GCA_012510665.1	Contig	JAAZHQ000000000	SAMN13894725	AS16jrsBPLL_18	Tissierellia bacterium	
GCA_012839745.1	Contig	DUMS00000000	SAMN13893601	AS04akNAM_87	Tissierellia bacterium	
GCA_012841045.1	Contig	DUVM00000000	SAMN13894591	AS08sgBPME_4	Tissierellia bacterium	
GCA_012839575.1	Contig	DUNC00000000	SAMN13893611	AS05jafATM_18	Tissierellia bacterium	
GCA_012843025.1	Contig	DURT00000000	SAMN13894254	AS25fmACSIPFO_90	Tissierellia bacterium	
GCA_012842925.1	Contig	DUWB00000000	SAMN13894861	AS25fmACSIPFO_105	Tissierellia bacterium	
GCA_012838225.1	Contig	DUPT00000000	SAMN13893822	AS08sgBPME_344	Tissierellia bacterium	
GCA_012799285.1	Contig	JAAZLN000000000	SAMN13894826	AS23ysBPME_22	Tissierellia bacterium	
GCA_012799095.1	Contig	JAAZLX000000000	SAMN13894836	AS23ysBPME_271	Tissierellia bacterium	
GCA_012798935.1	Contig	JAAZMG000000000	SAMN13894845	AS23ysBPME_332	Tissierellia bacterium	
GCA_012799055.1	Contig	JAAZMA000000000	SAMN13894839	AS23ysBPME_29	Tissierellia bacterium	
GCA_012799035.1	Contig	JAAZMB000000000	SAMN13894840	AS23ysBPME_294	Tissierellia bacterium	
GCA_012799715.1	Contig	JAAZKS000000000	SAMN13894805	AS22ysBPME_61	Tissierellia bacterium	
GCA_012838745.1	Contig	DUOS00000000	SAMN13893795	AS08sgBPME_211	Treponema sp.	
GCA_012799545.1	Contig	JAAZLA000000000	SAMN13894813	AS23ysBPME_137	Treponema sp.	
GCA_012729065.1	Contig	JAAYDV000000000	SAMN13893719	AS06rmzACSIP_587	Treponema sp.	
GCA_012520945.1	Contig	JAAYNH000000000	SAMN13894078	AS21ysBPME_133	Treponema sp.	
GCA_012513125.1	Contig	JAAZCS000000000	SAMN13894535	AS07pgkLD_224	Treponema sp.	
GCA_012519575.1	Contig	JAAYPZ000000000	SAMN13894148	AS22ysBPME_297	Treponema sp.	
GCA_012519415.1	Contig	JAAYQG000000000	SAMN13894155	AS22ysBPME_326	Treponema sp.	
GCA_012517385.1	Contig	JAAYUZ000000000	SAMN13894296	AS27yjCOA_205	Treponema sp.	
GCA_012517645.1	Contig	JAAYUR000000000	SAMN13894288	AS27yjCOA_177	Treponema sp.	
GCA_012516755.1	Contig	JAAYWE000000000	SAMN13894327	AS4BglBPHE_29	Treponema sp.	
GCA_012513475.1	Contig	JAAZCD000000000	SAMN13894520	AS07pgkLD_105	Trichococcus flocculiformis	
GCA_012727825.1	Contig	JAAYGH000000000	SAMN13893883	AS09scLD_206	Trueperella sp.	
GCA_012798135.1	Contig	JAAZNU000000000	SAMN13894894	AS27yjCOA_2	Veillonellaceae bacterium	
GCA_012523975.1	Contig	JAAYSF000000000	SAMN13894206	AS23ysBPME_297	Veillonellaceae bacterium	
GCA_012517065.1	Contig	JAAYVR000000000	SAMN13894314	AS27yjCOA_75	Verrucomicrobia bacterium	
GCA_012517205.1	Contig	JAAYVL000000000	SAMN13894308	AS27yjCOA_55	Verrucomicrobia bacterium	
GCA_012797305.1	Contig	JAAZPI000000000	SAMN13894934	AS4BglBPHE_15	Verrucomicrobia bacterium	
GCA_012842865.1	Contig	DUWF00000000	SAMN13894865	AS25fmACSIPFO_91	Verrucomicrobia bacterium	
GCA_012719225.1	Contig	JAAYAT000000000	SAMN13893639	AS06rmzACSIP_174	Verrucomicrobiaceae bacterium	
GCA_012719605.1	Contig	JAAYAA000000000	SAMN13893555	AS02xzSISU_68	Wolinella succinogenes	
GCA_012840695.1	Contig	DURW00000000	SAMN13894257	AS26fmACSIPLY_22	Xanthomonadaceae bacterium	
GCA_012729915.1	Contig	JAAYCG000000000	SAMN13893678	AS06rmzACSIP_401	Xanthomonadaceae bacterium	
GCA_012523465.1	Contig	JAAYIK000000000	SAMN13893951	AS09scLD_84	Xanthomonadaceae bacterium	
GCA_012516015.1	Contig	JAAYXG000000000	SAMN13894393	AS06rmzACSIP_108	Xanthomonadaceae bacterium	
GCA_012513365.1	Contig	JAAZCI000000000	SAMN13894525	AS07pgkLD_132	Xanthomonadaceae bacterium	
GCA_012523655.1	Contig	JAAYTV000000000	SAMN13894266	AS27yjCOA_10	bacterium	
GCA_012514975.1	Contig	JAAYZF000000000	SAMN13894444	AS06rmzACSIP_294	bacterium	
GCA_012511355.1	Contig	JAAZGG000000000	SAMN13894689	AS10tlH2TH_349	bacterium	
GCA_012517375.1	Contig	JAAYVC000000000	SAMN13894299	AS27yjCOA_219	bacterium	
GCA_012517755.1	Contig	JAAYUH000000000	SAMN13894278	AS27yjCOA_142	bacterium	
GCA_012839925.1	Contig	DUMJ00000000	SAMN13893592	AS04akNAM_5	bacterium	
GCA_012839015.1	Contig	DUOF00000000	SAMN13893782	AS08sgBPME_148	bacterium	
GCA_012838555.1	Contig	DUOZ00000000	SAMN13893802	AS08sgBPME_246	bacterium	
GCA_012518355.1	Contig	JAAYSP000000000	SAMN13894216	AS23ysBPME_352	candidate division WS1 bacterium	
GCA_012523355.1	Contig	JAAYIR000000000	SAMN13893958	AS10tlH2TH_13	candidate division WS1 bacterium	
GCA_012522765.1	Contig	JAAYJW000000000	SAMN13893989	AS10tlH2TH_342	candidate division WS1 bacterium	
GCA_012522675.1	Contig	JAAYJZ000000000	SAMN13893992	AS10tlH2TH_360	candidate division WS1 bacterium	
GCA_012798115.1	Contig	JAAZNV000000000	SAMN13894895	AS27yjCOA_202	candidate division WWE3 bacterium	
GCA_012798315.1	Contig	JAAZNL000000000	SAMN13894885	AS27yjCOA_165	candidate division WWE3 bacterium	
GCA_012797915.1	Contig	JAAZOE000000000	SAMN13894904	AS27yjCOA_31	candidate division Zixibacteria bacterium	
GCA_012517955.1	Contig	JAAYTW000000000	SAMN13894267	AS27yjCOA_100	candidate division Zixibacteria bacterium	
